X,300.0,600.0,900.0,1200.0,1500.0,1800.0,2100.0,2400.0,2700.0,3000.0,3300.0,3600.0,3900.0,4200.0,4500.0,4800.0,5100.0,5400.0,5700.0,6000.0
divisionMethod,164.0,433.0,668.0,1001.0,1308.0,1597.0,1858.0,2197.0,2470.0,2813.0,3120.0,3357.0,3715.0,3952.0,4331.0,4601.0,4928.0,5168.0,5496.0,5842.0
multiplicationMethod,126.0,373.0,651.0,945.0,1244.0,1544.0,1844.0,2144.0,2444.0,2744.0,3044.0,3344.0,3644.0,3944.0,4244.0,4544.0,4844.0,5144.0,5444.0,5744.0
